user_id,product_id,interaction,timestamp
915,241,add_to_cart,2025-01-15 09:21:22
868,302,add_to_cart,2025-01-19 21:14:09
87,405,view,2025-01-07 17:41:13
670,32,view,2025-01-12 13:19:24
294,392,purchase,2025-01-02 23:25:32
774,294,add_to_cart,2025-01-17 20:20:11
475,18,purchase,2025-01-16 09:46:12
331,204,view,2025-01-12 12:06:17
355,487,view,2025-01-10 10:37:21
370,264,view,2025-01-03 05:34:53
102,31,purchase,2025-01-19 15:22:05
233,445,purchase,2025-01-19 11:39:04
590,122,add_to_cart,2025-01-12 01:46:41
408,331,purchase,2025-01-08 02:51:20
830,204,add_to_cart,2025-01-04 21:31:01
992,80,purchase,2025-01-10 06:56:16
508,259,purchase,2025-01-20 02:31:40
453,379,view,2025-01-13 03:00:30
359,143,add_to_cart,2025-01-20 12:15:50
922,279,purchase,2025-01-05 15:01:43
346,53,purchase,2025-01-12 22:42:07
573,40,add_to_cart,2025-01-05 15:17:30
830,475,view,2025-01-03 19:44:19
483,280,purchase,2025-01-02 07:41:37
646,19,add_to_cart,2025-01-12 17:29:05
142,270,add_to_cart,2025-01-16 23:23:17
603,188,view,2025-01-19 02:09:25
728,323,purchase,2025-01-12 20:18:02
434,245,view,2025-01-18 16:21:25
702,402,purchase,2025-01-13 16:20:17
76,148,view,2025-01-17 22:29:10
960,379,purchase,2025-01-12 05:40:24
796,293,add_to_cart,2025-01-16 00:19:07
194,288,add_to_cart,2025-01-07 14:39:36
495,357,view,2025-01-11 06:23:34
926,389,view,2025-01-05 07:42:03
954,318,view,2025-01-13 04:59:55
33,108,view,2025-01-03 12:12:50
95,256,view,2025-01-10 12:33:01
169,215,view,2025-01-08 14:28:01
77,222,add_to_cart,2025-01-09 00:36:47
667,36,add_to_cart,2025-01-11 15:28:18
264,455,view,2025-01-10 14:11:53
707,358,view,2025-01-04 05:52:10
136,392,purchase,2025-01-16 00:10:33
646,198,view,2025-01-14 17:43:23
466,229,add_to_cart,2025-01-13 11:36:17
954,90,purchase,2025-01-07 10:26:09
986,354,add_to_cart,2025-01-16 08:35:51
227,155,purchase,2025-01-12 01:23:29
597,345,purchase,2025-01-07 03:59:30
554,249,add_to_cart,2025-01-12 13:59:35
336,40,add_to_cart,2025-01-20 12:32:09
935,155,purchase,2025-01-12 23:14:29
739,130,add_to_cart,2025-01-08 00:06:24
785,65,view,2025-01-12 19:06:46
240,489,purchase,2025-01-13 12:46:08
591,81,purchase,2025-01-01 01:01:46
554,357,add_to_cart,2025-01-17 10:21:40
66,38,add_to_cart,2025-01-11 23:04:40
157,247,purchase,2025-01-04 21:01:49
681,81,view,2025-01-02 13:06:50
907,303,view,2025-01-18 14:52:06
180,195,add_to_cart,2025-01-09 10:57:47
505,465,view,2025-01-18 04:32:08
454,287,purchase,2025-01-03 20:15:20
36,250,purchase,2025-01-15 04:58:26
300,62,view,2025-01-18 18:54:24
118,467,purchase,2025-01-18 21:14:59
172,475,purchase,2025-01-18 05:29:37
851,93,add_to_cart,2025-01-20 07:15:20
600,492,view,2025-01-08 14:58:54
672,427,add_to_cart,2025-01-10 02:01:10
547,391,purchase,2025-01-16 10:21:30
324,144,purchase,2025-01-07 22:07:12
196,71,view,2025-01-15 04:25:15
886,400,view,2025-01-19 22:29:35
601,401,add_to_cart,2025-01-03 21:54:37
270,215,view,2025-01-09 10:43:51
9,2,add_to_cart,2025-01-02 17:07:08
758,400,view,2025-01-17 23:19:04
535,93,purchase,2025-01-05 08:08:55
75,336,add_to_cart,2025-01-15 19:01:47
734,247,add_to_cart,2025-01-14 22:04:24
172,369,add_to_cart,2025-01-05 11:41:13
633,338,purchase,2025-01-08 00:57:26
832,8,view,2025-01-18 09:03:47
961,17,view,2025-01-15 07:00:28
420,356,add_to_cart,2025-01-01 11:07:15
54,376,add_to_cart,2025-01-17 06:52:27
956,12,add_to_cart,2025-01-01 10:54:03
268,127,view,2025-01-18 15:39:21
145,315,purchase,2025-01-17 21:39:47
111,376,add_to_cart,2025-01-16 22:49:34
810,93,purchase,2025-01-15 04:22:44
322,315,add_to_cart,2025-01-09 12:32:52
219,69,add_to_cart,2025-01-02 03:38:11
167,344,view,2025-01-18 13:26:13
654,337,purchase,2025-01-10 13:28:57
755,4,purchase,2025-01-09 04:56:45
798,52,purchase,2025-01-05 23:07:27
253,365,view,2025-01-11 09:23:14
2,77,add_to_cart,2025-01-02 01:03:05
513,350,view,2025-01-12 09:04:42
483,286,add_to_cart,2025-01-05 13:44:54
627,442,add_to_cart,2025-01-14 22:31:55
127,74,add_to_cart,2025-01-11 14:49:36
128,95,purchase,2025-01-02 21:22:18
878,202,purchase,2025-01-18 06:47:37
422,181,purchase,2025-01-14 22:52:46
164,231,view,2025-01-14 05:37:45
396,222,add_to_cart,2025-01-15 06:03:07
778,378,add_to_cart,2025-01-13 21:04:44
891,213,view,2025-01-09 17:45:31
661,343,purchase,2025-01-02 06:13:12
999,65,add_to_cart,2025-01-07 22:40:10
750,267,purchase,2025-01-11 01:55:38
12,417,add_to_cart,2025-01-15 03:29:38
549,23,view,2025-01-12 06:24:37
538,111,add_to_cart,2025-01-05 05:06:21
975,256,purchase,2025-01-11 19:54:30
147,330,add_to_cart,2025-01-08 12:21:32
592,16,add_to_cart,2025-01-05 06:04:06
424,490,view,2025-01-13 19:55:07
660,206,view,2025-01-06 06:28:23
313,335,view,2025-01-03 06:55:18
713,265,purchase,2025-01-19 04:52:39
834,279,purchase,2025-01-09 04:31:12
845,345,view,2025-01-12 19:03:41
851,255,add_to_cart,2025-01-20 03:41:05
750,65,add_to_cart,2025-01-08 04:24:46
512,181,add_to_cart,2025-01-17 22:24:31
895,342,add_to_cart,2025-01-05 07:23:10
984,445,purchase,2025-01-01 22:11:53
695,406,view,2025-01-05 06:48:10
772,20,view,2025-01-04 06:35:50
163,413,view,2025-01-11 22:21:14
355,272,purchase,2025-01-18 04:09:57
276,109,purchase,2025-01-16 12:23:51
978,6,view,2025-01-07 15:21:28
972,400,add_to_cart,2025-01-11 14:08:08
364,370,add_to_cart,2025-01-20 05:34:39
473,321,add_to_cart,2025-01-06 19:50:07
150,433,view,2025-01-07 19:27:23
259,348,view,2025-01-18 02:52:23
419,302,view,2025-01-18 07:40:19
438,251,add_to_cart,2025-01-03 00:40:14
736,360,add_to_cart,2025-01-12 03:25:58
173,4,purchase,2025-01-05 21:45:46
562,370,view,2025-01-20 05:26:57
131,362,purchase,2025-01-13 14:02:47
786,350,view,2025-01-09 13:28:23
411,189,view,2025-01-04 01:53:16
259,416,add_to_cart,2025-01-15 00:46:43
370,194,view,2025-01-04 02:38:11
136,389,view,2025-01-14 03:57:48
752,432,view,2025-01-02 12:47:59
344,11,add_to_cart,2025-01-20 06:53:00
570,337,purchase,2025-01-07 17:11:27
72,210,add_to_cart,2025-01-09 11:59:38
340,73,purchase,2025-01-15 00:37:46
583,213,purchase,2025-01-19 06:12:49
215,253,add_to_cart,2025-01-16 07:48:43
271,27,view,2025-01-17 18:50:36
22,487,purchase,2025-01-18 19:07:58
787,389,add_to_cart,2025-01-07 23:53:29
108,494,add_to_cart,2025-01-06 02:12:03
341,324,purchase,2025-01-07 14:28:53
29,495,add_to_cart,2025-01-17 12:26:29
237,81,purchase,2025-01-08 01:46:40
739,247,purchase,2025-01-14 15:41:52
28,202,add_to_cart,2025-01-08 04:02:19
742,69,view,2025-01-19 19:23:11
474,183,view,2025-01-12 11:38:19
812,160,add_to_cart,2025-01-03 20:54:58
485,281,view,2025-01-17 23:36:56
679,387,purchase,2025-01-13 00:49:50
11,174,add_to_cart,2025-01-05 17:41:02
12,234,add_to_cart,2025-01-11 01:19:10
993,133,view,2025-01-01 18:47:20
715,144,purchase,2025-01-15 23:45:40
10,482,view,2025-01-13 04:47:41
632,22,view,2025-01-15 10:03:24
37,440,view,2025-01-12 08:45:52
770,318,add_to_cart,2025-01-04 10:33:09
445,436,view,2025-01-02 08:50:40
131,315,purchase,2025-01-17 11:19:52
14,378,add_to_cart,2025-01-13 07:29:53
466,232,view,2025-01-15 21:06:34
670,197,view,2025-01-16 06:45:26
393,164,purchase,2025-01-06 20:57:00
279,142,purchase,2025-01-13 21:46:36
863,461,purchase,2025-01-12 22:19:05
9,303,view,2025-01-02 20:21:10
341,409,add_to_cart,2025-01-16 07:16:20
746,220,add_to_cart,2025-01-14 10:51:08
53,353,view,2025-01-02 20:20:11
976,494,purchase,2025-01-02 07:19:02
314,401,purchase,2025-01-20 06:08:07
277,243,view,2025-01-07 20:10:57
749,303,view,2025-01-20 13:42:33
92,387,add_to_cart,2025-01-09 03:14:49
67,321,purchase,2025-01-19 01:16:34
895,341,purchase,2025-01-18 15:57:48
3,411,view,2025-01-15 18:41:03
115,29,add_to_cart,2025-01-14 02:52:41
560,239,purchase,2025-01-19 22:52:42
14,163,purchase,2025-01-08 10:31:21
555,115,purchase,2025-01-19 20:54:56
744,157,view,2025-01-04 18:01:38
157,396,add_to_cart,2025-01-20 06:25:49
378,136,view,2025-01-07 04:55:45
901,307,purchase,2025-01-13 18:13:28
924,422,view,2025-01-09 12:19:04
141,80,add_to_cart,2025-01-18 15:47:46
671,414,add_to_cart,2025-01-03 20:59:12
631,198,view,2025-01-17 13:24:17
387,409,purchase,2025-01-08 15:44:47
620,3,view,2025-01-03 22:36:17
938,261,purchase,2025-01-08 18:51:28
425,169,purchase,2025-01-05 06:44:37
328,474,view,2025-01-09 08:29:19
875,357,view,2025-01-15 12:31:34
956,224,purchase,2025-01-06 14:07:21
29,35,view,2025-01-09 15:34:03
77,26,view,2025-01-19 15:13:23
814,12,view,2025-01-05 19:48:49
516,179,add_to_cart,2025-01-05 21:40:40
144,385,purchase,2025-01-20 03:10:46
812,286,view,2025-01-15 16:56:19
541,352,view,2025-01-08 15:15:18
709,85,purchase,2025-01-01 05:07:00
278,431,purchase,2025-01-04 11:19:25
991,7,add_to_cart,2025-01-09 08:12:05
860,297,purchase,2025-01-14 07:15:36
587,15,add_to_cart,2025-01-06 20:00:02
275,411,view,2025-01-19 05:12:26
354,312,add_to_cart,2025-01-10 10:20:46
854,241,purchase,2025-01-18 07:57:59
757,146,add_to_cart,2025-01-11 16:54:06
659,414,purchase,2025-01-10 23:10:21
470,427,purchase,2025-01-02 23:28:35
303,143,purchase,2025-01-05 13:43:32
318,144,view,2025-01-05 16:18:57
691,374,add_to_cart,2025-01-08 23:18:33
376,115,purchase,2025-01-05 05:48:41
854,414,purchase,2025-01-17 10:34:05
864,382,purchase,2025-01-03 22:48:49
358,321,purchase,2025-01-17 19:51:28
352,272,view,2025-01-03 00:34:42
360,473,purchase,2025-01-14 10:16:47
260,40,add_to_cart,2025-01-07 17:11:06
628,406,add_to_cart,2025-01-08 23:59:05
237,316,purchase,2025-01-12 06:56:55
374,86,purchase,2025-01-11 04:43:06
41,390,purchase,2025-01-18 16:11:16
220,353,add_to_cart,2025-01-14 09:36:53
771,92,add_to_cart,2025-01-18 06:22:17
86,204,add_to_cart,2025-01-15 15:38:24
512,486,view,2025-01-19 09:28:00
507,472,purchase,2025-01-05 00:49:01
647,485,add_to_cart,2025-01-10 01:31:44
643,56,purchase,2025-01-07 20:58:29
852,53,view,2025-01-11 21:40:28
817,444,view,2025-01-13 09:29:48
299,165,view,2025-01-02 12:32:21
415,195,view,2025-01-03 06:19:37
355,487,purchase,2025-01-18 03:51:45
614,20,add_to_cart,2025-01-16 07:18:46
881,417,purchase,2025-01-13 12:06:57
587,135,purchase,2025-01-09 18:31:05
768,8,add_to_cart,2025-01-03 19:35:24
470,18,purchase,2025-01-17 18:03:30
837,391,add_to_cart,2025-01-13 15:58:14
954,408,purchase,2025-01-11 02:32:02
737,396,view,2025-01-15 16:44:54
395,33,view,2025-01-01 13:09:48
528,107,purchase,2025-01-11 08:09:40
617,32,purchase,2025-01-15 23:37:13
936,315,view,2025-01-11 20:57:13
332,92,view,2025-01-19 00:01:30
924,299,purchase,2025-01-08 19:11:29
191,440,view,2025-01-19 17:04:25
725,492,purchase,2025-01-14 02:40:26
653,469,add_to_cart,2025-01-01 09:50:49
444,294,add_to_cart,2025-01-04 16:01:13
902,137,view,2025-01-10 05:10:23
744,305,purchase,2025-01-16 12:10:12
270,175,purchase,2025-01-14 20:11:30
292,307,purchase,2025-01-12 12:25:11
871,282,purchase,2025-01-10 03:48:12
682,323,purchase,2025-01-16 17:38:13
344,90,purchase,2025-01-14 12:58:42
598,144,add_to_cart,2025-01-10 09:20:46
213,438,view,2025-01-14 10:08:49
59,180,view,2025-01-20 00:43:11
320,322,purchase,2025-01-01 16:53:35
122,225,purchase,2025-01-16 08:07:12
21,498,view,2025-01-12 18:33:01
292,183,add_to_cart,2025-01-16 19:06:58
983,151,add_to_cart,2025-01-10 00:02:43
620,54,purchase,2025-01-12 16:37:36
992,123,add_to_cart,2025-01-11 01:50:26
241,409,view,2025-01-20 02:09:33
650,88,view,2025-01-15 07:48:56
446,375,purchase,2025-01-07 20:07:55
49,204,purchase,2025-01-08 01:43:10
148,225,view,2025-01-04 17:43:26
753,395,add_to_cart,2025-01-01 20:38:11
591,2,add_to_cart,2025-01-19 13:41:01
394,496,view,2025-01-11 18:56:31
757,276,view,2025-01-17 23:31:50
368,49,purchase,2025-01-16 15:00:34
14,471,purchase,2025-01-18 22:46:17
303,61,purchase,2025-01-10 06:24:35
342,348,purchase,2025-01-03 23:14:49
326,433,add_to_cart,2025-01-05 00:26:53
898,238,add_to_cart,2025-01-11 05:33:39
693,162,view,2025-01-05 19:39:36
827,192,add_to_cart,2025-01-01 13:32:26
488,289,view,2025-01-03 22:57:05
247,432,purchase,2025-01-15 07:46:10
621,353,purchase,2025-01-04 04:39:56
622,245,view,2025-01-13 04:47:49
231,485,view,2025-01-04 06:01:10
999,256,purchase,2025-01-03 23:04:05
370,297,purchase,2025-01-09 10:52:54
508,20,view,2025-01-19 11:10:36
680,213,add_to_cart,2025-01-16 06:50:39
255,374,view,2025-01-16 01:32:27
35,500,purchase,2025-01-13 15:27:39
397,472,add_to_cart,2025-01-09 01:55:25
992,95,add_to_cart,2025-01-03 05:42:00
268,76,add_to_cart,2025-01-06 12:56:39
363,310,add_to_cart,2025-01-06 16:15:22
705,455,add_to_cart,2025-01-04 16:48:36
278,83,view,2025-01-04 02:25:37
347,53,purchase,2025-01-02 16:30:29
18,27,view,2025-01-14 04:00:47
505,119,view,2025-01-18 21:51:51
783,365,add_to_cart,2025-01-09 04:59:46
377,17,purchase,2025-01-08 04:07:02
95,223,view,2025-01-16 12:44:57
671,62,view,2025-01-16 11:14:55
432,420,purchase,2025-01-06 00:50:41
564,332,purchase,2025-01-11 12:59:23
687,487,view,2025-01-15 03:48:51
152,235,purchase,2025-01-09 14:22:50
48,262,purchase,2025-01-13 20:25:07
609,14,purchase,2025-01-07 09:33:58
378,4,add_to_cart,2025-01-07 11:15:51
138,454,view,2025-01-20 10:38:57
32,63,add_to_cart,2025-01-09 12:59:26
973,133,add_to_cart,2025-01-09 04:07:06
729,415,view,2025-01-08 23:06:17
12,100,view,2025-01-17 22:24:56
266,133,purchase,2025-01-09 14:03:55
633,357,purchase,2025-01-01 09:59:48
715,480,purchase,2025-01-02 07:24:46
541,83,purchase,2025-01-17 16:55:35
726,177,view,2025-01-13 22:20:09
288,360,purchase,2025-01-08 08:07:57
149,138,view,2025-01-06 03:00:55
571,419,view,2025-01-09 01:10:48
49,476,purchase,2025-01-20 04:01:36
820,252,view,2025-01-17 20:40:41
409,427,view,2025-01-17 12:44:42
679,338,add_to_cart,2025-01-08 09:25:10
869,392,add_to_cart,2025-01-11 23:04:56
582,427,purchase,2025-01-01 20:22:02
67,394,add_to_cart,2025-01-17 17:50:03
631,209,purchase,2025-01-14 14:44:07
864,86,view,2025-01-04 22:38:27
465,161,add_to_cart,2025-01-19 18:05:15
170,308,purchase,2025-01-12 14:33:18
614,468,view,2025-01-17 01:54:15
931,400,view,2025-01-20 16:11:26
872,20,view,2025-01-17 16:49:12
258,400,purchase,2025-01-04 20:33:48
654,422,add_to_cart,2025-01-02 16:32:00
41,186,purchase,2025-01-13 02:13:17
376,148,purchase,2025-01-16 08:04:33
168,482,purchase,2025-01-16 20:36:06
168,215,add_to_cart,2025-01-09 03:00:14
438,445,add_to_cart,2025-01-01 19:40:21
399,471,view,2025-01-07 12:58:43
736,460,add_to_cart,2025-01-02 21:31:14
801,46,view,2025-01-15 08:24:03
649,376,add_to_cart,2025-01-12 17:10:33
818,169,view,2025-01-11 06:56:23
964,453,view,2025-01-16 17:06:53
218,425,purchase,2025-01-14 08:04:10
957,404,view,2025-01-05 14:08:52
605,223,purchase,2025-01-09 11:36:41
435,22,view,2025-01-15 05:03:40
19,414,view,2025-01-15 15:46:27
971,257,purchase,2025-01-16 04:59:44
770,285,add_to_cart,2025-01-15 08:17:09
830,305,add_to_cart,2025-01-10 04:23:16
819,260,add_to_cart,2025-01-02 00:00:02
210,337,view,2025-01-11 19:36:03
775,393,view,2025-01-06 04:56:20
659,380,add_to_cart,2025-01-09 00:37:40
579,216,add_to_cart,2025-01-02 00:18:04
306,70,add_to_cart,2025-01-15 14:23:49
899,244,view,2025-01-19 18:26:03
63,45,add_to_cart,2025-01-16 13:46:47
332,315,view,2025-01-12 19:46:53
176,184,purchase,2025-01-10 04:14:43
80,358,view,2025-01-13 04:17:52
959,441,purchase,2025-01-19 18:28:50
66,476,add_to_cart,2025-01-16 08:25:15
752,95,add_to_cart,2025-01-01 12:14:35
838,183,add_to_cart,2025-01-13 10:39:14
666,123,purchase,2025-01-12 17:58:24
886,67,view,2025-01-01 23:01:13
344,436,view,2025-01-12 19:43:34
92,168,add_to_cart,2025-01-04 15:40:08
150,334,view,2025-01-14 20:14:39
468,362,view,2025-01-04 13:35:49
130,172,add_to_cart,2025-01-15 11:17:10
367,475,add_to_cart,2025-01-12 09:47:49
279,101,purchase,2025-01-02 05:30:43
201,415,view,2025-01-11 23:19:34
579,489,view,2025-01-19 20:59:17
282,278,view,2025-01-13 00:08:58
223,437,view,2025-01-11 04:12:59
549,395,view,2025-01-06 22:30:23
939,314,add_to_cart,2025-01-07 06:56:36
898,200,purchase,2025-01-06 11:31:59
597,214,add_to_cart,2025-01-09 15:36:02
888,292,add_to_cart,2025-01-14 22:52:45
53,442,add_to_cart,2025-01-17 21:05:58
700,333,add_to_cart,2025-01-06 18:11:12
69,200,add_to_cart,2025-01-03 10:53:00
765,282,purchase,2025-01-10 07:39:36
342,184,add_to_cart,2025-01-16 12:49:58
527,284,view,2025-01-14 21:13:33
799,187,add_to_cart,2025-01-01 14:34:47
893,34,purchase,2025-01-16 00:21:31
254,126,purchase,2025-01-15 03:19:53
541,342,purchase,2025-01-06 22:27:47
395,130,view,2025-01-01 12:26:38
36,233,add_to_cart,2025-01-02 20:07:27
318,369,purchase,2025-01-04 09:39:49
715,322,add_to_cart,2025-01-07 00:53:13
834,187,add_to_cart,2025-01-03 21:56:23
670,315,view,2025-01-05 22:11:40
278,388,view,2025-01-17 06:28:31
503,368,purchase,2025-01-10 02:54:56
937,418,add_to_cart,2025-01-05 12:52:48
759,175,add_to_cart,2025-01-18 00:40:57
295,500,purchase,2025-01-11 09:10:04
991,62,purchase,2025-01-05 10:02:04
477,181,add_to_cart,2025-01-04 13:37:30
372,296,purchase,2025-01-04 08:18:05
694,65,view,2025-01-07 07:40:26
400,114,add_to_cart,2025-01-07 04:10:48
